"candidate_id","profile","label","fixture","run","issues_found","tp","fn","fp","precision","recall","f1","response_ms","error"
"reasoning-k100","reasoning","Reasoning / top_k=100","js-issues","0","5","4","0","1","0.8000","1.0000","0.8889","29858","false"
"reasoning-k100","reasoning","Reasoning / top_k=100","js-clean","0","3","0","0","3","0.0000","1.0000","0.0000","71338","false"
"performance-core","performance","Performance / Core","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","15450","false"
"performance-core","performance","Performance / Core","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","8882","false"
"performance-core","performance","Performance / Core","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","25560","false"
"performance-core","performance","Performance / Core","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","17150","false"
"performance-core","performance","Performance / Core","css-issues","0","4","4","0","0","1.0000","1.0000","1.0000","25978","false"
"performance-core","performance","Performance / Core","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","4258","false"
"performance-core","performance","Performance / Core","js-issues","0","5","4","0","1","0.8000","1.0000","0.8889","27388","false"
"performance-core","performance","Performance / Core","js-clean","0","1","0","0","1","0.0000","1.0000","0.0000","14498","false"
"performance-t02","performance","Performance / temp=0.2","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","21588","false"
"performance-t02","performance","Performance / temp=0.2","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","9726","false"
"performance-t02","performance","Performance / temp=0.2","tsx-issues","0","5","5","1","0","1.0000","0.8333","0.9091","23628","false"
"performance-t02","performance","Performance / temp=0.2","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","6089","false"
"performance-t02","performance","Performance / temp=0.2","css-issues","0","3","3","1","0","1.0000","0.7500","0.8571","16915","false"
"performance-t02","performance","Performance / temp=0.2","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","2494","false"
"performance-t02","performance","Performance / temp=0.2","js-issues","0","3","3","1","0","1.0000","0.7500","0.8571","24290","false"
"performance-t02","performance","Performance / temp=0.2","js-clean","0","3","0","0","3","0.0000","1.0000","0.0000","27948","false"
"performance-t04","performance","Performance / temp=0.4","html-issues","0","6","6","1","0","1.0000","0.8571","0.9231","15961","false"
"performance-t04","performance","Performance / temp=0.4","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","11786","false"
"performance-t04","performance","Performance / temp=0.4","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","21155","false"
"performance-t04","performance","Performance / temp=0.4","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","11990","false"
"performance-t04","performance","Performance / temp=0.4","css-issues","0","3","3","1","0","1.0000","0.7500","0.8571","20696","false"
"performance-t04","performance","Performance / temp=0.4","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","2024","false"
"performance-t04","performance","Performance / temp=0.4","js-issues","0","4","4","0","0","1.0000","1.0000","1.0000","25628","false"
"performance-t04","performance","Performance / temp=0.4","js-clean","0","4","0","0","4","0.0000","1.0000","0.0000","25970","false"
"performance-14k","performance","Performance / 14k tokens","html-issues","0","6","6","1","0","1.0000","0.8571","0.9231","14674","false"
"performance-14k","performance","Performance / 14k tokens","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","8975","false"
"performance-14k","performance","Performance / 14k tokens","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","27641","false"
"performance-14k","performance","Performance / 14k tokens","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","8882","false"
"performance-14k","performance","Performance / 14k tokens","css-issues","0","3","3","1","0","1.0000","0.7500","0.8571","18828","false"
"performance-14k","performance","Performance / 14k tokens","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","8462","false"
"performance-14k","performance","Performance / 14k tokens","js-issues","0","5","4","0","1","0.8000","1.0000","0.8889","31147","false"
"performance-14k","performance","Performance / 14k tokens","js-clean","0","3","0","0","3","0.0000","1.0000","0.0000","20786","false"
"performance-ctx16k","performance","Performance / ctx=16k","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","18359","false"
"performance-ctx16k","performance","Performance / ctx=16k","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","9481","false"
"performance-ctx16k","performance","Performance / ctx=16k","tsx-issues","0","5","5","1","0","1.0000","0.8333","0.9091","24963","false"
"performance-ctx16k","performance","Performance / ctx=16k","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","6623","false"
"performance-ctx16k","performance","Performance / ctx=16k","css-issues","0","4","4","0","0","1.0000","1.0000","1.0000","21461","false"
"performance-ctx16k","performance","Performance / ctx=16k","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","4765","false"
"performance-ctx16k","performance","Performance / ctx=16k","js-issues","0","4","4","0","0","1.0000","1.0000","1.0000","44044","false"
"performance-ctx16k","performance","Performance / ctx=16k","js-clean","0","3","0","0","3","0.0000","1.0000","0.0000","20018","false"
"performance-p95","performance","Performance / top_p=0.95","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","23841","false"
"performance-p95","performance","Performance / top_p=0.95","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","9414","false"
"performance-p95","performance","Performance / top_p=0.95","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","22036","false"
"performance-p95","performance","Performance / top_p=0.95","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","9025","false"
"performance-p95","performance","Performance / top_p=0.95","css-issues","0","4","4","0","0","1.0000","1.0000","1.0000","21847","false"
"performance-p95","performance","Performance / top_p=0.95","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","4238","false"
"performance-p95","performance","Performance / top_p=0.95","js-issues","0","4","4","0","0","1.0000","1.0000","1.0000","22981","false"
"performance-p95","performance","Performance / top_p=0.95","js-clean","0","2","0","0","2","0.0000","1.0000","0.0000","21548","false"
"current-balanced","current","Current / Balanced","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","26293","false"
"current-balanced","current","Current / Balanced","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","7473","false"
"current-balanced","current","Current / Balanced","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","18725","false"
"current-balanced","current","Current / Balanced","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","12988","false"
"current-balanced","current","Current / Balanced","css-issues","0","4","4","0","0","1.0000","1.0000","1.0000","22949","false"
"current-balanced","current","Current / Balanced","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","3726","false"
"current-balanced","current","Current / Balanced","js-issues","0","2","2","2","0","1.0000","0.5000","0.6667","24135","false"
"current-balanced","current","Current / Balanced","js-clean","0","2","0","0","2","0.0000","1.0000","0.0000","22820","false"
"current-strict","current","Current / Strict","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","18908","false"
"current-strict","current","Current / Strict","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","9343","false"
"current-strict","current","Current / Strict","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","27381","false"
"current-strict","current","Current / Strict","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","6213","false"
"current-strict","current","Current / Strict","css-issues","0","4","4","0","0","1.0000","1.0000","1.0000","24145","false"
"current-strict","current","Current / Strict","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","3475","false"
"current-strict","current","Current / Strict","js-issues","0","4","4","0","0","1.0000","1.0000","1.0000","34290","false"
"current-strict","current","Current / Strict","js-clean","0","2","0","0","2","0.0000","1.0000","0.0000","35063","false"
"current-thorough","current","Current / Thorough","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","18433","false"
"current-thorough","current","Current / Thorough","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","10117","false"
"current-thorough","current","Current / Thorough","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","23845","false"
"current-thorough","current","Current / Thorough","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","3978","false"
"current-thorough","current","Current / Thorough","css-issues","0","4","4","0","0","1.0000","1.0000","1.0000","22014","false"
"current-thorough","current","Current / Thorough","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","2403","false"
"current-thorough","current","Current / Thorough","js-issues","0","3","3","1","0","1.0000","0.7500","0.8571","22889","false"
"current-thorough","current","Current / Thorough","js-clean","0","4","0","0","4","0.0000","1.0000","0.0000","28527","false"
"current-quick","current","Current / Quick","html-issues","0","5","5","2","0","1.0000","0.7143","0.8333","15617","false"
"current-quick","current","Current / Quick","html-clean","0","0","0","0","0","1.0000","1.0000","1.0000","8925","false"
"current-quick","current","Current / Quick","tsx-issues","0","4","4","2","0","1.0000","0.6667","0.8000","25616","false"
"current-quick","current","Current / Quick","tsx-clean","0","0","0","0","0","1.0000","1.0000","1.0000","6152","false"
"current-quick","current","Current / Quick","css-issues","0","4","4","0","0","1.0000","1.0000","1.0000","19870","false"
"current-quick","current","Current / Quick","css-clean","0","0","0","0","0","1.0000","1.0000","1.0000","2206","false"
"current-quick","current","Current / Quick","js-issues","0","3","3","1","0","1.0000","0.7500","0.8571","33543","false"
"current-quick","current","Current / Quick","js-clean","0","4","0","0","4","0.0000","1.0000","0.0000","28317","false"

"# AGGREGATE BY CANDIDATE"
"candidate_id","profile","label","total_tp","total_fn","total_fp","avg_precision","avg_recall","avg_f1","avg_response_ms","p50_response_ms","errors"
"reasoning-k0","reasoning","Reasoning / top_k=0","20","1","3","0.8750","0.9821","0.8654","21241","23198","0"
"strict-core","strict","Strict / Core","19","2","3","0.8750","0.9643","0.8542","18471","23537","0"
"balanced-p95","balanced","Balanced / top_p=0.95","19","2","1","0.8750","0.9613","0.8540","18560","21995","0"
"reasoning-core","reasoning","Reasoning / Core","19","2","2","0.8750","0.9583","0.8500","20496","25091","0"
"quick-t04","quick","Quick / temp=0.4","18","3","3","0.8750","0.9435","0.8428","18431","19652","0"
"balanced-core","balanced","Balanced / Core","18","3","1","0.8750","0.9435","0.8428","18184","19224","0"
"reasoning-t08","reasoning","Reasoning / temp=0.8","18","3","1","0.8750","0.9435","0.8428","18940","21405","0"
"performance-ctx16k","performance","Performance / ctx=16k","18","3","3","0.8750","0.9435","0.8428","18714","19189","0"
"quick-ctx16k","quick","Quick / ctx=16k","18","3","1","0.8750","0.9405","0.8404","18219","15059","0"
"thorough-t05","thorough","Thorough / temp=0.5","18","3","2","0.8750","0.9405","0.8404","18798","22473","0"
"thorough-p09","thorough","Thorough / top_p=0.9","18","3","2","0.8750","0.9301","0.8362","16160","19835","0"
"quick-core","quick","Quick / Core","17","4","3","0.8750","0.9226","0.8292","18661","17214","0"
"strict-rp115","strict","Strict / rp=1.15","17","4","1","0.8750","0.9226","0.8292","18081","20062","0"
"thorough-k0","thorough","Thorough / top_k=0","17","4","1","0.8750","0.9226","0.8292","20595","22509","0"
"performance-p95","performance","Performance / top_p=0.95","17","4","2","0.8750","0.9226","0.8292","16866","21698","0"
"current-strict","current","Current / Strict","17","4","2","0.8750","0.9226","0.8292","19852","21527","0"
"strict-t015","strict","Strict / temp=0.15","18","3","4","0.8500","0.9435","0.8289","18324","21687","0"
"thorough-core","thorough","Thorough / Core","18","3","4","0.8500","0.9435","0.8289","16685","17634","0"
"reasoning-t05","reasoning","Reasoning / temp=0.5","18","3","3","0.8500","0.9435","0.8289","21719","25452","0"
"balanced-t04","balanced","Balanced / temp=0.4","18","3","2","0.8500","0.9405","0.8265","17551","18801","0"
"reasoning-t06","reasoning","Reasoning / temp=0.6","17","4","4","0.8750","0.9196","0.8237","21479","27458","0"
"strict-24k","strict","Strict / 24k tokens","17","4","1","0.8750","0.9092","0.8225","18839","17678","0"
"performance-t04","performance","Performance / temp=0.4","17","4","4","0.8750","0.9092","0.8225","16901","18329","0"
"balanced-k100","balanced","Balanced / top_k=100","16","5","1","0.8750","0.9048","0.8159","19092","16517","0"
"quick-k100","quick","Quick / top_k=100","17","4","4","0.8500","0.9226","0.8153","18183","19126","0"
"quick-p95","quick","Quick / top_p=0.95","17","4","6","0.8500","0.9226","0.8153","27961","23010","0"
"strict-k100","strict","Strict / top_k=100","17","4","4","0.8500","0.9226","0.8153","17675","20334","0"
"balanced-t035","balanced","Balanced / temp=0.35","17","4","4","0.8500","0.9226","0.8153","44956","21166","0"
"performance-core","performance","Performance / Core","17","4","2","0.8500","0.9226","0.8153","17396","16300","0"
"balanced-t025","balanced","Balanced / temp=0.25","18","3","3","0.8250","0.9301","0.8124","18081","20142","0"
"thorough-32k","thorough","Thorough / 32k tokens","16","5","2","0.8750","0.8914","0.8113","22317","20727","0"
"thorough-t045","thorough","Thorough / temp=0.45","16","5","1","0.8750","0.8914","0.8113","17374","16999","0"
"current-thorough","current","Current / Thorough","16","5","4","0.8750","0.8914","0.8113","16526","20224","0"
"current-quick","current","Current / Quick","16","5","4","0.8750","0.8914","0.8113","17531","17744","0"
"reasoning-k100","reasoning","Reasoning / top_k=100","17","4","4","0.8500","0.9092","0.8086","24553","17866","0"
"performance-14k","performance","Performance / 14k tokens","17","4","4","0.8500","0.9092","0.8086","17424","16751","0"
"performance-t02","performance","Performance / temp=0.2","16","5","3","0.8750","0.8810","0.8071","16585","19252","0"
"quick-t02","quick","Quick / temp=0.2","17","4","3","0.8333","0.9226","0.8042","18019","16090","0"
"strict-t025","strict","Strict / temp=0.25","15","6","2","0.8750","0.8705","0.7946","16569","15672","0"
"current-balanced","current","Current / Balanced","15","6","2","0.8750","0.8601","0.7875","17389","20773","0"
